timestamp,open,high,low,close,volume
2023-01-02 07:00:00,1.1,1.10073,1.09983,1.10021,1243
2023-01-02 07:15:00,1.10021,1.10158,1.10015,1.10095,3556
2023-01-02 07:30:00,1.10095,1.10124,1.1006,1.10108,317
2023-01-02 07:45:00,1.10108,1.10183,1.1007,1.10137,1905
2023-01-02 08:00:00,1.10137,1.10261,1.10137,1.10204,1407
2023-01-02 08:15:00,1.10204,1.10257,1.10136,1.10246,2857
2023-01-02 08:30:00,1.10246,1.10272,1.10186,1.10265,2266
2023-01-02 08:45:00,1.10265,1.10383,1.10196,1.10345,3200
2023-01-02 09:00:00,1.10345,1.10467,1.10301,1.10408,3062
2023-01-02 09:15:00,1.10408,1.10441,1.10361,1.10436,2470
2023-01-02 09:30:00,1.10436,1.1059,1.1041,1.10529,3814
2023-01-02 09:45:00,1.10529,1.1063,1.10503,1.10619,2287
2023-01-02 10:00:00,1.10619,1.10699,1.10567,1.10687,1438
2023-01-02 10:15:00,1.10687,1.10804,1.10642,1.10734,4662
2023-01-02 10:30:00,1.10734,1.1087,1.10679,1.1081,1976
2023-01-02 10:45:00,1.1081,1.10926,1.10805,1.10897,4746
2023-01-02 11:00:00,1.10897,1.10963,1.10835,1.10928,3858
2023-01-02 11:15:00,1.10928,1.10981,1.10888,1.10963,2252
2023-01-02 11:30:00,1.10963,1.11056,1.10938,1.11015,1233
2023-01-02 11:45:00,1.11015,1.11126,1.10954,1.11073,1352
2023-01-02 12:00:00,1.11073,1.11146,1.1103,1.11098,3252
2023-01-02 12:15:00,1.11098,1.11199,1.1108,1.11166,4632
2023-01-02 12:30:00,1.11166,1.11174,1.11027,1.1109,2285
2023-01-02 12:45:00,1.1109,1.11121,1.11037,1.11069,2257
2023-01-02 13:00:00,1.11069,1.11105,1.10978,1.10985,2544
2023-01-02 13:15:00,1.10985,1.10999,1.109,1.10926,1423
2023-01-02 13:30:00,1.10926,1.10992,1.10759,1.10824,2755
2023-01-02 13:45:00,1.10824,1.1089,1.1075,1.10812,2619
2023-01-02 14:00:00,1.10812,1.10875,1.1073,1.10797,801
2023-01-02 14:15:00,1.10797,1.10866,1.1067,1.10708,1130
2023-01-02 14:30:00,1.10708,1.10775,1.10623,1.10635,4422
2023-01-02 14:45:00,1.10635,1.1065,1.10546,1.10584,1747
2023-01-02 15:00:00,1.10584,1.10632,1.10509,1.10536,4339
2023-01-02 15:15:00,1.10536,1.10552,1.1049,1.10514,4919
2023-01-02 15:30:00,1.10514,1.1053,1.10477,1.10482,582
2023-01-02 15:45:00,1.10482,1.10484,1.10442,1.10465,4311
2023-01-02 16:00:00,1.10465,1.105,1.10391,1.10429,4777
2023-01-02 16:15:00,1.10429,1.10484,1.10316,1.10373,1659
2023-01-02 16:30:00,1.10373,1.10404,1.10324,1.10354,3925
2023-01-02 16:45:00,1.10354,1.10424,1.10272,1.10279,3398
2023-01-02 17:00:00,1.10279,1.10287,1.10179,1.10193,4493
2023-01-02 17:15:00,1.10193,1.10206,1.10137,1.10169,717
2023-01-02 17:30:00,1.10169,1.1023,1.10075,1.10082,4528
2023-01-02 17:45:00,1.10082,1.1025,1.10022,1.10185,1462
2023-01-02 18:00:00,1.10185,1.10256,1.10156,1.10241,580
2023-01-02 18:15:00,1.10241,1.10357,1.10222,1.10287,3827
2023-01-02 18:30:00,1.10287,1.10406,1.10217,1.10338,4652
2023-01-02 18:45:00,1.10338,1.10384,1.1027,1.10363,4844
